 *  SCIATRAN 2.1 (pseudo-spherical mode)
 *  Radiance (photons/s/nm/cm2/ster)
  340.0000000   0.34567730600847E+10   0.67416417401581E+11   0.32181653613222E+12   0.80191696009046E+12   0.14460223677421E+13   0.21840969904465E+13   0.29563353420667E+13   0.37197961880031E+13   0.44508950681403E+13   0.51398856491278E+13   0.57816981109658E+13   0.63853828550518E+13   0.69507983549741E+13   0.74820544201459E+13   0.79830289863922E+13   0.84571128828029E+13   0.89071285166655E+13
  345.0000000   0.35516266917521E+10   0.66454730791488E+11   0.31473937593702E+12   0.76937975250954E+12   0.13629343309196E+13   0.20285028770124E+13   0.27112049181923E+13   0.33747378440585E+13   0.40016155696392E+13   0.45863192108687E+13   0.51268409231358E+13   0.56326375143998E+13   0.61046616508493E+13   0.65471707783454E+13   0.69639525882202E+13   0.73581953754400E+13   0.77324799099888E+13
  347.0000000   0.38953055401920E+10   0.71839095272659E+11   0.33890893508189E+12   0.82255231239297E+12   0.14482869988319E+13   0.21445499831386E+13   0.28533631189329E+13   0.35377492561950E+13   0.41809524173370E+13   0.47785177367641E+13   0.53293150732044E+13   0.58437178770595E+13   0.63231242647955E+13   0.67721820664678E+13   0.71949506544622E+13   0.75948042165768E+13   0.79744479319780E+13
  350.0000000   0.42529390954427E+10   0.77390504833953E+11   0.36425403415186E+12   0.87994335692332E+12   0.15424335394443E+13   0.22736028515015E+13   0.30112562769652E+13   0.37177570656118E+13   0.43775076363443E+13   0.49875129819080E+13   0.55478828403131E+13   0.60700433129006E+13   0.65559848221295E+13   0.70108189706596E+13   0.74389169328042E+13   0.78438577303513E+13   0.82284765173332E+13
  355.0000000   0.49931168267531E+10   0.89525798964817E+11   0.42118562092939E+12   0.10159865233265E+13   0.17760629112335E+13   0.26061001842890E+13   0.34325928102290E+13   0.42148828927281E+13   0.49386646610258E+13   0.56033416366748E+13   0.62110517625749E+13   0.67756288678417E+13   0.73001212946321E+13   0.77906618244533E+13   0.82523522634588E+13   0.86892847947358E+13   0.91046460848058E+13
  360.0000000   0.45612423314690E+10   0.80723294468805E+11   0.37955509044728E+12   0.91343464098682E+12   0.15906846431024E+13   0.23217783166628E+13   0.30406712399358E+13   0.37139680200075E+13   0.43320462255433E+13   0.48966039717788E+13   0.54109822202758E+13   0.58879315583852E+13   0.63306631416494E+13   0.67447612852894E+13   0.71347707587874E+13   0.75042742462818E+13   0.78560188913684E+13
  365.0000000   0.52548342995866E+10   0.91768975552369E+11   0.43150294496766E+12   0.10374727601305E+13   0.18020755919280E+13   0.26170255719720E+13   0.34063412991570E+13   0.41360205555743E+13   0.47991987935470E+13   0.54006533171673E+13   0.59459764093505E+13   0.64500562615999E+13   0.69171321129419E+13   0.73536517781849E+13   0.77647474397990E+13   0.81543953378939E+13   0.85255994645445E+13
  370.0000000   0.59892470839753E+10   0.10339566998314E+12   0.48611559594083E+12   0.11672897480800E+13   0.20208523665457E+13   0.29186265129563E+13   0.37760456984377E+13   0.45597366247396E+13   0.52661776984139E+13   0.59033058754794E+13   0.64789516194745E+13   0.70100389914970E+13   0.75017565906733E+13   0.79613377475587E+13   0.83944371487201E+13   0.88053712552729E+13   0.91973568024015E+13
  375.0000000   0.49274032595999E+10   0.84180106820193E+11   0.39580950106100E+12   0.94933296383415E+12   0.16376492709566E+13   0.23516045489812E+13   0.30239590445586E+13   0.36318073571194E+13   0.41755504051742E+13   0.46634615001862E+13   0.51029460009418E+13   0.55077912487216E+13   0.58824608702464E+13   0.62327663620212E+13   0.65631785311669E+13   0.68770638510195E+13   0.71768986537791E+13
  380.0000000   0.57130284446397E+10   0.96642356006683E+11   0.45403085718793E+12   0.10861292910699E+13   0.18645465975447E+13   0.26605943118313E+13   0.34006299243575E+13   0.40633069965103E+13   0.46523229871676E+13   0.51787856989800E+13   0.56520153799192E+13   0.60876346573833E+13   0.64908831438101E+13   0.68682535077392E+13   0.72246720181677E+13   0.75638025200379E+13   0.78883064784265E+13
  385.0000000   0.51981403292715E+10   0.87126983544822E+11   0.40961351380972E+12   0.97962173009095E+12   0.16756469464750E+13   0.23762223859487E+13   0.30177723565797E+13   0.35857780548363E+13   0.40867647915971E+13   0.45323343923925E+13   0.49317121577693E+13   0.52988448789542E+13   0.56386006962238E+13   0.59567010714230E+13   0.62574259131477E+13   0.65439189127834E+13   0.68184357539623E+13
  390.0000000   0.62951732649597E+10   0.10461718147139E+12   0.49186764817523E+12   0.11746104893567E+13   0.19996430616835E+13   0.28169897839390E+13   0.35551475897133E+13   0.42022830934201E+13   0.47693976617646E+13   0.52718371207097E+13   0.57213230114668E+13   0.61342659830160E+13   0.65165485564962E+13   0.68748140857718E+13   0.72139705435889E+13   0.75375817441578E+13   0.78481741218158E+13
  395.0000000   0.59785901448630E+10   0.98553459011655E+11   0.46328069523833E+12   0.11043331596600E+13   0.18700986848453E+13   0.26164805267377E+13   0.32814833393294E+13   0.38590384260046E+13   0.43621797618827E+13   0.48064302425505E+13   0.52032517715588E+13   0.55677050486774E+13   0.59053030402360E+13   0.62220632199498E+13   0.65223798728353E+13   0.68094088265184E+13   0.70853605905420E+13
